suport_radius,35.000000
points_model_cloud,10756.000000
points_scene_cloud,10756.000000
model_resolution,0.001622
scene_resolution,0.001622
model_keypoints,144.000000
scene_keypoints,144.000000
normal estimation,0.390000
detecting keypoints,0.323000
calculating descriptor,0.571000
matching,0.004000
Ransac Rejection,0.026000
ICP,0.069000
suport_radius,35.000000
points_model_cloud,3539.000000
points_scene_cloud,3539.000000
model_resolution,0.001614
scene_resolution,0.001614
model_keypoints,63.000000
scene_keypoints,63.000000
normal estimation,0.101000
detecting keypoints,0.095000
calculating descriptor,0.118000
matching,0.001000
Ransac Rejection,0.029000
ICP,0.034000
suport_radius,35.000000
points_model_cloud,3574.000000
points_scene_cloud,3574.000000
model_resolution,0.001288
scene_resolution,0.001288
model_keypoints,83.000000
scene_keypoints,83.000000
normal estimation,0.072000
detecting keypoints,0.074000
calculating descriptor,0.149000
matching,0.002000
Ransac Rejection,0.031000
ICP,0.046000
