0.817122,0.017185
0.869929,0.006894
0.676122,0.020202
0.923698,0.020070
0.805723,0.008668
0.714464,0.019310
0.854158,0.004746
0.828596,0.006068
0.857039,0.008599
0.411451,0.006778
0.958509,0.003717
0.939934,0.011006
0.944956,0.022300
0.563341,0.014699
0.858929,0.009294
0.910739,0.004949
0.733574,0.007937
0.668492,0.005122
0.818788,0.018361
0.849907,0.019341
0.963813,0.015238
0.592153,0.007353
0.914775,0.005965
0.715423,0.011747
0.932196,0.000679
0.938381,0.010340
0.896473,0.004375
0.881379,0.010879
0.833031,0.008212
0.632575,0.004596
0.814629,0.025284
0.847954,0.021427
0.975728,0.010201
0.931384,0.012963
0.839724,0.009944
0.980041,0.007311
0.706563,0.006155
0.751640,0.011272
0.956259,0.005710
0.884057,0.007395
0.725419,0.017145
0.971233,0.022322
0.979639,0.004774
0.898304,0.005822
0.811400,0.017871
0.790741,0.005464
0.886546,0.012352
0.767718,0.019690
0.975181,0.012543
0.935009,0.007277
0.896464,0.004270
0.822489,0.020220
0.696735,0.005917
0.700482,0.028001
0.808479,0.004011
0.795062,0.003310
0.924716,0.004777
0.921008,0.013034
0.996341,0.008513
0.873544,0.005662
0.431951,0.002885
0.729370,0.016933
0.970691,0.021884
341,0.015934
