0.963624,0.018990
0.973328,0.001385
0.871780,0.007169
0.856349,0.003185
0.854242,0.004859
0.901388,0.003575
0.866025,0.005316
0.834058,0.007540
0.827170,0.004301
0.928477,0.007074
0.957427,0.004664
0.723747,0.006037
0.971825,0.002777
0.875595,0.005935
0.888523,0.012046
0.838871,0.001546
0.973328,0.010082
0.845154,0.006003
0.917663,0.002971
0.945905,0.004257
0.960769,0.003808
0.794719,0.005319
0.816497,0.020383
0.925820,0.008306
0.969223,0.002513
0.970143,0.014683
0.733799,0.002794
0.883883,0.002772
0.970143,0.001919
72,0.017126
