suport_radius,35.000000
points_model_cloud,10756.000000
points_scene_cloud,10756.000000
model_resolution,0.001622
scene_resolution,0.001622
model_keypoints,175.000000
scene_keypoints,175.000000
normal estimation,0.444000
detecting keypoints,0.784000
calculating descriptor,0.572000
matching,0.005000
Ransac Rejection,0.017000
ICP,0.064000
suport_radius,35.000000
points_model_cloud,3539.000000
points_scene_cloud,3539.000000
model_resolution,0.001614
scene_resolution,0.001614
model_keypoints,64.000000
scene_keypoints,63.000000
normal estimation,0.093000
detecting keypoints,0.160000
calculating descriptor,0.138000
matching,0.001000
Ransac Rejection,0.016000
ICP,0.024000
suport_radius,35.000000
points_model_cloud,3574.000000
points_scene_cloud,3574.000000
model_resolution,0.001288
scene_resolution,0.001288
model_keypoints,83.000000
scene_keypoints,83.000000
normal estimation,0.092000
detecting keypoints,0.083000
calculating descriptor,0.210000
matching,0.001000
Ransac Rejection,0.013000
ICP,0.023000
