time_textToDistance,0.086000
time_distanceToCloud,0.002000
time_median_filter,0.453000
time_backgroundRemoval,0.003000
time_textToDistance,0.069000
time_distanceToCloud,0.003000
time_median_filter,0.418000
time_backgroundRemoval,0.002000
time_textToDistance,0.093000
time_distanceToCloud,0.003000
time_median_filter,0.411000
time_backgroundRemoval,0.003000
time_textToDistance,0.085000
time_distanceToCloud,0.002000
time_median_filter,0.453000
time_backgroundRemoval,0.002000
time_textToDistance,0.078000
time_distanceToCloud,0.003000
time_median_filter,0.423000
time_backgroundRemoval,0.003000
time_textToDistance,0.067000
time_distanceToCloud,0.003000
time_median_filter,0.477000
time_backgroundRemoval,0.003000
time_textToDistance,0.081000
time_distanceToCloud,0.003000
time_median_filter,0.480000
time_backgroundRemoval,0.002000
