0.906765,0.010165
0.897758,0.004176
0.931625,0.006796
0.972598,0.010568
0.966657,0.016437
0.828417,0.005107
0.971423,0.037217
0.888523,0.009080
0.859338,0.006047
0.904534,0.014266
0.944620,0.030156
0.975900,0.008651
0.853564,0.009543
0.991031,0.019508
0.889212,0.008089
0.890198,0.007589
0.912871,0.009467
0.956501,0.016725
0.936239,0.014124
0.839372,0.005332
0.961769,0.005919
0.990148,0.005509
0.923548,0.006912
0.911147,0.012745
0.816497,0.003789
0.776493,0.009325
0.919866,0.003414
0.896854,0.009833
63,0.028242
