suport_radius,35.000000
points_model_cloud,4575.000000
points_scene_cloud,4575.000000
model_resolution,0.001570
scene_resolution,0.001570
model_keypoints,39.000000
scene_keypoints,39.000000
normal estimation,0.171000
detecting keypoints,0.217000
calculating descriptor,0.097000
matching,0.001000
Ransac Rejection,0.020000
ICP,0.032000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3922.000000
model_resolution,0.001111
scene_resolution,0.001111
model_keypoints,80.000000
scene_keypoints,80.000000
normal estimation,0.091000
detecting keypoints,0.116000
calculating descriptor,0.151000
matching,0.002000
Ransac Rejection,0.017000
ICP,0.031000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3922.000000
model_resolution,0.001111
scene_resolution,0.001111
model_keypoints,80.000000
scene_keypoints,80.000000
normal estimation,0.080000
detecting keypoints,0.103000
calculating descriptor,0.146000
matching,0.002000
Ransac Rejection,0.023000
ICP,0.029000
