suport_radius,35.000000
points_model_cloud,10756.000000
points_scene_cloud,9059.000000
model_resolution,0.001622
scene_resolution,0.001831
model_keypoints,197.000000
scene_keypoints,183.000000
normal estimation,0.341000
detecting keypoints,0.811000
calculating descriptor,0.578000
matching,0.004000
Ransac Rejection,0.026000
ICP,0.175000
suport_radius,35.000000
points_model_cloud,3539.000000
points_scene_cloud,3158.000000
model_resolution,0.001614
scene_resolution,0.001608
model_keypoints,50.000000
scene_keypoints,37.000000
normal estimation,0.089000
detecting keypoints,0.199000
calculating descriptor,0.105000
matching,0.001000
Ransac Rejection,0.025000
ICP,0.067000
suport_radius,35.000000
points_model_cloud,3574.000000
points_scene_cloud,3169.000000
model_resolution,0.001288
scene_resolution,0.001320
model_keypoints,71.000000
scene_keypoints,62.000000
normal estimation,0.091000
detecting keypoints,0.088000
calculating descriptor,0.120000
matching,0.002000
Ransac Rejection,0.019000
ICP,0.064000
