suport_radius,35.000000
points_model_cloud,4575.000000
points_scene_cloud,4482.000000
model_resolution,0.001570
scene_resolution,0.001737
model_keypoints,39.000000
scene_keypoints,58.000000
normal estimation,0.190000
detecting keypoints,0.337000
calculating descriptor,0.121000
matching,0.002000
Ransac Rejection,0.020000
ICP,0.074000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3493.000000
model_resolution,0.001111
scene_resolution,0.001123
model_keypoints,80.000000
scene_keypoints,74.000000
normal estimation,0.085000
detecting keypoints,0.096000
calculating descriptor,0.140000
matching,0.002000
Ransac Rejection,0.021000
ICP,0.095000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3493.000000
model_resolution,0.001111
scene_resolution,0.001123
model_keypoints,80.000000
scene_keypoints,74.000000
normal estimation,0.078000
detecting keypoints,0.095000
calculating descriptor,0.124000
matching,0.002000
Ransac Rejection,0.012000
ICP,0.090000
