suport_radius,35.000000
points_model_cloud,4575.000000
points_scene_cloud,4602.000000
model_resolution,0.001570
scene_resolution,0.001610
model_keypoints,39.000000
scene_keypoints,53.000000
normal estimation,0.165000
detecting keypoints,0.288000
calculating descriptor,0.113000
matching,0.001000
Ransac Rejection,0.015000
ICP,0.068000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3766.000000
model_resolution,0.001111
scene_resolution,0.001116
model_keypoints,80.000000
scene_keypoints,80.000000
normal estimation,0.083000
detecting keypoints,0.100000
calculating descriptor,0.159000
matching,0.001000
Ransac Rejection,0.016000
ICP,0.073000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3766.000000
model_resolution,0.001111
scene_resolution,0.001116
model_keypoints,80.000000
scene_keypoints,80.000000
normal estimation,0.080000
detecting keypoints,0.094000
calculating descriptor,0.138000
matching,0.002000
Ransac Rejection,0.013000
ICP,0.065000
