suport_radius,35.000000
points_model_cloud,4575.000000
points_scene_cloud,4525.000000
model_resolution,0.001570
scene_resolution,0.001653
model_keypoints,39.000000
scene_keypoints,55.000000
normal estimation,0.166000
detecting keypoints,0.258000
calculating descriptor,0.118000
matching,0.006000
Ransac Rejection,0.023000
ICP,0.075000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3732.000000
model_resolution,0.001111
scene_resolution,0.001104
model_keypoints,80.000000
scene_keypoints,90.000000
normal estimation,0.082000
detecting keypoints,0.115000
calculating descriptor,0.157000
matching,0.002000
Ransac Rejection,0.014000
ICP,0.076000
suport_radius,35.000000
points_model_cloud,3922.000000
points_scene_cloud,3732.000000
model_resolution,0.001111
scene_resolution,0.001104
model_keypoints,80.000000
scene_keypoints,90.000000
normal estimation,0.081000
detecting keypoints,0.103000
calculating descriptor,0.158000
matching,0.003000
Ransac Rejection,0.019000
ICP,0.068000
