0.356471,0.018983
0.976968,0.015708
0.517032,0.009794
0.973993,0.011506
0.786945,0.003192
0.921255,0.002357
0.801577,0.006329
0.968154,0.006592
0.850969,0.006264
0.645312,0.005638
0.917037,0.005360
0.722468,0.003589
0.720431,0.002269
0.989527,0.007381
0.881407,0.002394
0.791339,0.005355
0.950084,0.010099
0.877351,0.006217
0.934913,0.026925
0.607819,0.003911
0.987831,0.002826
0.631635,0.003439
0.740052,0.005046
0.584439,0.005289
0.818816,0.007327
0.623303,0.003435
0.754080,0.021092
0.808898,0.027158
0.888233,0.004648
0.881513,0.017397
0.901387,0.008687
0.836742,0.026556
0.970713,0.010851
0.779749,0.002767
0.691004,0.004830
0.906157,0.002099
0.871562,0.017956
0.613792,0.003305
0.735248,0.006591
0.692000,0.001998
0.584977,0.002475
0.858624,0.004345
0.819662,0.002888
0.907467,0.002160
0.954094,0.007980
0.892262,0.000527
0.861225,0.006179
0.968951,0.004493
0.457454,0.006038
0.830790,0.001825
0.683551,0.008727
0.915971,0.003726
0.886262,0.008808
0.494123,0.004081
0.964110,0.008834
0.909627,0.021669
0.994783,0.028737
0.867151,0.002802
233,0.015934
