0.767916,0.009941
0.788190,0.011825
0.933149,0.003415
0.900702,0.025204
0.786588,0.008663
0.810593,0.014746
0.753265,0.014991
0.867444,0.013222
0.530316,0.008597
0.880024,0.027493
0.952039,0.013639
0.863094,0.010562
0.520671,0.013525
0.895563,0.003575
0.837673,0.012728
0.918977,0.014571
0.551986,0.026969
0.888500,0.014780
0.608732,0.010702
0.886178,0.027873
0.944603,0.011169
0.765156,0.013586
0.917597,0.012510
0.832914,0.018431
0.816512,0.013309
0.723277,0.006675
0.841911,0.019042
0.839192,0.017212
0.818022,0.009707
0.832014,0.012495
0.789237,0.012439
0.679228,0.009737
193,0.015934
