time_textToDistance,0.080000
time_distanceToCloud,0.003000
time_medianfilter,0.423000
time_backgroundRemoval,0.003000
time_textToDistance,0.097000
time_distanceToCloud,0.005000
time_medianfilter,0.000000
time_backgroundRemoval,0.003000
time_textToDistance,0.076000
time_distanceToCloud,0.002000
time_medianfilter,0.000000
time_backgroundRemoval,0.003000
time_textToDistance,0.067000
time_distanceToCloud,0.003000
time_medianfilter,0.000000
time_backgroundRemoval,0.003000
time_textToDistance,0.060000
time_distanceToCloud,0.002000
time_medianfilter,0.033000
time_backgroundRemoval,0.002000
time_textToDistance,0.074000
time_distanceToCloud,0.003000
time_medianfilter,0.034000
time_backgroundRemoval,0.003000
time_textToDistance,0.061000
time_distanceToCloud,0.002000
time_medianfilter,0.099000
time_backgroundRemoval,0.003000
