time_textToDistance,0.099000
time_distanceToCloud,0.002000
time_medianfilter,0.459000
time_backgroundRemoval,0.003000
time_textToDistance,0.094000
time_distanceToCloud,0.004000
time_medianfilter,0.000000
time_backgroundRemoval,0.004000
time_textToDistance,0.064000
time_distanceToCloud,0.003000
time_medianfilter,0.000000
time_backgroundRemoval,0.003000
time_textToDistance,0.062000
time_distanceToCloud,0.003000
time_medianfilter,0.000000
time_backgroundRemoval,0.004000
time_textToDistance,0.078000
time_distanceToCloud,0.003000
time_medianfilter,0.037000
time_backgroundRemoval,0.003000
time_textToDistance,0.060000
time_distanceToCloud,0.003000
time_medianfilter,0.037000
time_backgroundRemoval,0.004000
time_textToDistance,0.068000
time_distanceToCloud,0.004000
time_medianfilter,0.107000
time_backgroundRemoval,0.005000
