0.986013,0.010125
0.907485,0.003782
0.802773,0.030898
0.932505,0.010256
0.947331,0.002863
0.861357,0.011468
0.600687,0.007680
0.898027,0.001746
0.954864,0.023961
0.812142,0.007399
0.987421,0.009344
0.666667,0.003207
0.771100,0.034995
0.822478,0.012164
0.985611,0.008366
0.963624,0.005379
0.968246,0.010214
0.907485,0.023568
0.803219,0.007917
0.983739,0.011775
0.632456,0.019077
0.846990,0.011478
51,0.019222
0.986013,0.010125
0.907485,0.003782
0.802773,0.030898
0.932505,0.010256
0.947331,0.002863
0.861357,0.011468
0.600687,0.007680
0.898027,0.001746
0.954864,0.023961
0.812142,0.007399
0.987421,0.009344
0.666667,0.003207
0.771100,0.034995
0.822478,0.012164
0.985611,0.008366
0.963624,0.005379
0.968246,0.010214
0.907485,0.023568
0.803219,0.007917
0.983739,0.011775
0.632456,0.019077
0.846990,0.011478
51,0.019222
0.986013,0.010125
0.907485,0.003782
0.802773,0.030898
0.932505,0.010256
0.947331,0.002863
0.861357,0.011468
0.600687,0.007680
0.898027,0.001746
0.954864,0.023961
0.812142,0.007399
0.987421,0.009344
0.666667,0.003207
0.771100,0.034995
0.822478,0.012164
0.985611,0.008366
0.963624,0.005379
0.968246,0.010214
0.907485,0.023568
0.803219,0.007917
0.983739,0.011775
0.632456,0.019077
0.846990,0.011478
51,0.019222
