0.857056,0.001013
0.981025,0.004475
0.627097,0.008223
0.875651,0.008335
0.516011,0.002303
0.893202,0.002132
0.956405,0.008288
0.481239,0.010865
0.616205,0.007635
0.934880,0.013529
0.769256,0.009174
0.566540,0.005852
0.819428,0.003062
0.616743,0.006305
0.720896,0.006040
0.676746,0.002950
0.844942,0.022658
0.885642,0.004047
0.757978,0.002664
0.868123,0.009195
0.453941,0.004446
0.764665,0.011608
0.900189,0.010665
0.866431,0.003396
0.804904,0.009926
0.836702,0.004518
0.678141,0.005548
0.827539,0.027309
0.499166,0.003929
0.675224,0.011787
0.948901,0.006419
0.776774,0.004181
0.862220,0.023577
0.972782,0.005672
0.714086,0.001550
0.786468,0.003708
88,0.020707
