0.707107,0.001877
0.790569,0.002460
0.925820,0.006210
0.894427,0.003260
0.606977,0.002642
0.852803,0.003396
0.690066,0.001373
0.638285,0.000709
0.597614,0.000911
0.802773,0.002271
0.806226,0.003384
0.866025,0.000441
0.827170,0.001564
0.846562,0.004527
0.665611,0.000590
0.872278,0.002054
0.924575,0.002670
0.932505,0.003092
0.781736,0.004180
0.744024,0.001772
0.952729,0.009480
0.911147,0.005728
0.885615,0.004506
0.933257,0.004743
0.968246,0.005594
0.880830,0.001444
0.954864,0.002521
0.929320,0.006309
0.896854,0.012233
0.956501,0.003523
0.899735,0.006677
0.958315,0.003795
0.929320,0.001578
0.787839,0.001755
0.853706,0.004417
0.739369,0.002116
0.971286,0.002853
0.947132,0.004452
0.935414,0.009088
0.935414,0.003845
0.988024,0.004664
0.827170,0.003815
0.894427,0.002401
0.861892,0.000737
0.774597,0.004252
80,0.020707
